Name,Power,Accuracy,Damage Class,Description,Effect
Estruendo Implacable,185.0,,special,"Kommo-o ataca con toda su fuerza al objetivo tras
imbuirse del Poder Z. Además, potencia sus propias
características.","Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon."
Pikaturbo,80.0,100.0,physical,"Ataque eléctrico a la velocidad del rayo. Este
movimiento tiene prioridad alta y propina golpes
críticos.",Inflicts regular damage.
Salpikasurf,90.0,100.0,special,"Golpea al adversario con una ola gigante electrificada,
que también puede paralizarlo.",Inflicts regular damage.
Pikapicado,90.0,95.0,physical,"El usuario se suspende en el aire para, a continuación,
abalanzarse súbitamente sobre el rival. Puede hacer
retroceder al objetivo.",Inflicts regular damage.
Pikatormenta,,,special,"Lanza una descarga eléctrica infalible que resulta más
potente cuanto mayor es el cariño que siente Pikachu
hacia su Entrenador.",Inflicts regular damage.
Vapodrenaje,60.0,100.0,special,"Ataca lanzando proyectiles de agua y recupera una
cantidad de PS equivalente a la mitad del daño
causado.",Inflicts regular damage.
Joltioparálisis,60.0,100.0,special,"Lanza una potente descarga eléctrica sobre el rival y
lo deja paralizado.",Inflicts regular damage.
Flarembestida,60.0,100.0,physical,"Tras envolver su cuerpo en llamas, el usuario arrolla con
fuerza al rival y le provoca quemaduras.",Inflicts regular damage.
Espeaura,80.0,95.0,special,"Envuelve al rival con ondas psíquicas y alza un extraño
muro que debilita los ataques especiales del adversario.",Inflicts regular damage.
Umbreozona,80.0,95.0,special,"Lanza un ataque haciendo gala de su faceta más umbría
y alza un extraño muro que mitiga los ataques físicos
del adversario.",Inflicts regular damage.
Leafitobombas,100.0,90.0,physical,"Hace brotar un tallo gigante que bombardea al rival
con unas semillas que le drenan PS en cada turno.",Inflicts regular damage.
Glaceoprisma,100.0,90.0,special,"Ataca al rival con negros cristales de niebla congelada.
Revierte los cambios en las características de todos los
Pokémon presentes.",Inflicts regular damage.
Sylveotornado,120.0,85.0,special,"Ataca al rival envolviéndolo en un remolino de aroma
asfixiante. Cura a los aliados de cualquier problema de
estado.",Inflicts regular damage.
Eevimpacto,,,physical,"Un placaje infalible que resulta más potente cuanto
mayor es el cariño que siente Eevee hacia su
Entrenador.",Inflicts regular damage.
Ferropuño Doble,60.0,100.0,physical,"Usando la tuerca del pecho como eje, el usuario gira
sobre sí mismo y golpea con los brazos dos veces
seguidas. Puede hacer retroceder al rival.",Inflicts regular damage.  Hits twice in one turn.
Maxibarrera,,,status,"Frena todos los ataques, pero puede fallar si se usa
repetidamente.","No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse's curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move's protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome."
Cañón Dinamax,100.0,100.0,special,"El usuario ataca emitiendo un rayo desde su núcleo.
El daño infligido se duplica si el objetivo ha alcanzado
el estado Dinamax.","Inflicts regular damage, then (if successful) sets light screen on the user's side of the field."
Disparo Certero,80.0,100.0,special,"Permite atacar al objetivo seleccionado ignorando las
habilidades o movimientos que permiten a un rival
centrar la atención sobre sí.","Inflicts regular damage, then (if successful) sets reflect on the user's side of the field."
Presa Maxilar,80.0,100.0,physical,"Impide que tanto el atacante como el defensor puedan
ser intercambiados hasta que uno de ellos se debilite o
abandone el terreno de combate.","Inflicts regular damage, then (if successful) sets leech seed on the target."
Atiborramiento,,,status,"El usuario ingiere la baya que lleva equipada para
aumentar mucho su Defensa.","Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party."
Bastión Final,,,status,"El usuario aumenta todas sus características, pero ya no
puede huir ni ser cambiado por otro.","Inflicts regular damage.  Hits twice in one turn, with a 100% chance to make the target flinch."
Alquitranazo,,100.0,status,"Cubre al objetivo de un alquitrán pegajoso que reduce
su Velocidad y lo vuelve débil contra el fuego.",
Polvo Mágico,,100.0,status,"Cubre al objetivo con unos polvos mágicos que le
hacen adquirir el tipo Psíquico.",
Dracoflechas,50.0,100.0,physical,"El usuario ataca propulsando a ambos Dreepy. En caso
de haber dos adversarios, cada Dreepy golpea a su
propio objetivo por separado.",
Hora del Té,,,status,"El usuario invita a tomar el té a todos los presentes en
el terreno de combate, lo que hace que ingieran las
bayas que lleven equipadas.",
Octopresa,,100.0,status,"Retiene al objetivo para impedir su huida, a la vez que
reduce su Defensa y Defensa Especial cada turno.",
Electropico,85.0,100.0,physical,"El usuario ensarta al objetivo con su pico cargado de
electricidad. Si ataca en primer lugar, la potencia del
movimiento se duplica.",
Branquibocado,85.0,100.0,physical,"El usuario agarra al objetivo con sus duras branquias.
En caso de atacar antes que este último, la potencia del
movimiento se duplica.",
Cambio de Cancha,,100.0,status,"Extraño poder que intercambia los efectos en el terreno
de combate de ambos bandos.",
Maxignición,100.0,,physical,"Ataque de tipo Fuego ejecutado por un Pokémon
Dinamax. Hace que se intensifique el efecto del sol
durante cinco turnos.",Inflicts regular damage.
Maxinsecto,10.0,,physical,"Ataque de tipo Bicho ejecutado por un Pokémon
Dinamax. Reduce el Ataque Especial del objetivo.",Inflicts regular damage.
Maxitormenta,10.0,,physical,"Ataque de tipo Eléctrico ejecutado por un Pokémon
Dinamax. Crea un campo eléctrico durante cinco turnos.",Inflicts regular damage.
Maxiataque,10.0,,physical,"Ataque de tipo Normal ejecutado por un Pokémon
Dinamax. Reduce la Velocidad del objetivo.",Inflicts regular damage.
Maxipuño,10.0,,physical,"Ataque de tipo Lucha ejecutado por un Pokémon
Dinamax. Aumenta el Ataque de tu bando.",Inflicts regular damage.
Maxiespectro,10.0,,physical,"Ataque de tipo Fantasma ejecutado por un Pokémon
Dinamax. Reduce la Defensa de los rivales.",Inflicts regular damage.
Maxihelada,10.0,,physical,"Ataque de tipo Hielo ejecutado por un Pokémon
Dinamax. Crea una tormenta de granizo que dura cinco
turnos.",Inflicts regular damage.
Maxiácido,10.0,,physical,"Ataque de tipo Veneno ejecutado por un Pokémon
Dinamax. Aumenta el Ataque Especial de tu bando.",Inflicts regular damage.
Maxichorro,10.0,,physical,"Ataque de tipo Agua ejecutado por un Pokémon
Dinamax. Desata un aguacero que dura cinco turnos.",Inflicts regular damage.
Maxiciclón,10.0,,physical,"Ataque de tipo Volador ejecutado por un Pokémon
Dinamax. Aumenta la Velocidad de tu bando.",Inflicts regular damage.
Maxiestela,10.0,,physical,"Ataque de tipo Hada ejecutado por un Pokémon
Dinamax. Crea un campo de niebla durante cinco
turnos.",Inflicts regular damage.
Maxidraco,10.0,,physical,"Ataque de tipo Dragón ejecutado por un Pokémon
Dinamax. Reduce el Ataque del objetivo.",Inflicts regular damage.
Maxionda,10.0,,physical,"Ataque de tipo Psíquico ejecutado por un Pokémon
Dinamax. Crea un campo psíquico durante cinco turnos.",Inflicts regular damage.
Maxilito,10.0,,physical,"Ataque de tipo Roca ejecutado por un Pokémon
Dinamax. Levanta una tormenta de arena que dura
cinco turnos.",Inflicts regular damage.
Maxitemblor,10.0,,physical,"Ataque de tipo Tierra ejecutado por un Pokémon
Dinamax. Aumenta la Defensa Especial de tu bando.",Inflicts regular damage.
Maxisombra,10.0,,physical,"Ataque de tipo Siniestro ejecutado por un Pokémon
Dinamax. Reduce la Defensa Especial del objetivo.",Inflicts regular damage.
Maxiflora,10.0,,physical,"Ataque de tipo Planta ejecutado por un Pokémon
Dinamax. Crea un campo de hierba durante cinco
turnos.",Inflicts regular damage.
Maximetal,10.0,,physical,"Ataque de tipo Acero ejecutado por un Pokémon
Dinamax. Aumenta la Defensa de tu bando.",Inflicts regular damage.
Estruendo Escama,,100.0,status,"Utiliza parte de los PS propios para subir sus
características.",
Plancha Corporal,80.0,100.0,physical,"El usuario usa el cuerpo para lanzar su ataque e infligir
un daño directamente proporcional a su Defensa.",
Decoración,,,status,"Aumenta mucho el Ataque y el Ataque Especial del
objetivo al decorarlo.",
Batería Asalto,80.0,100.0,physical,"El usuario controla un tocón mediante la percusión y al
atacar reduce la Velocidad del objetivo.",Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
Cepo,35.0,100.0,physical,"Cepo que atrapa al objetivo durante cuatro o cinco
turnos y le causa daño mientras se encuentra preso.","Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect."
Balón Ígneo,120.0,90.0,physical,"El usuario prende una pequeña piedra para crear una
bola de fuego con la que ataca al rival. Puede causar
quemaduras.",Inflicts regular damage.  Has a 10% chance to burn the target.
Tajo Supremo,100.0,100.0,physical,"El usuario se convierte en una espada gigante para
rebanar al objetivo. Si este ha alcanzado el estado
Dinamax, se duplica el daño infligido.",
Embate Supremo,100.0,100.0,physical,"El usuario se convierte en un escudo gigante para
golpear al objetivo. Si este ha alcanzado el estado
Dinamax, se duplica el daño infligido.",
Rueda Aural,110.0,100.0,physical,"La energía que acumula en las mejillas le sirve para
atacar y aumentar su Velocidad. Este movimiento
cambia de tipo según la forma que adopte Morpeko.",
Vasto Impacto,60.0,100.0,physical,"El usuario sacude violentamente su enorme cola para
golpear a todos los rivales y reducir su Ataque a la par.",Inflicts regular damage.  Lowers the target's Attack by one stage.
Punzada Rama,40.0,100.0,physical,Ataca pinchando al objetivo con una rama afilada.,Inflicts regular damage.
Amplificador,80.0,100.0,special,"El usuario rasguea la guitarra o el bajo para generar
enormes vibraciones de intensa reverberación con las
que ataca al objetivo.",
Ácido Málico,80.0,100.0,special,"Ataca al objetivo con el fluido corrosivo que desprende
una manzana ácida, lo que también disminuye la
Defensa Especial de este.",
